,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
471,2857,2856,2894,2858,2896,2900,2889,2855,2859,2890
472,610,609,571,3026,533,534,572,611,648,647
473,1365,1402,1134,1158,1151,1133,1063,1115,1440,1099
474,2381,2422,636,2388,823,2417,2341,2190,2384,1005
475,1134,1365,1133,1158,1124,1063,1135,1402,1099,1125
476,1134,1365,1133,1063,1402,1099,1098,1158,1135,1440
477,772,2603,774,736,2642,733,771,770,806,2939
478,1064,1058,1101,1059,1063,1471,1099,608,1166,1401
479,1391,1396,670,775,1078,1357,1045,1083,1353,3008
480,1134,1158,1365,1440,1124,1055,1135,2977,1364,1125
481,2642,2603,2640,2939,2559,2601,2643,2726,2685,2561
482,609,571,533,137,685,164,3026,610,572,136
483,786,784,822,785,783,823,824,2941,747,819
484,1419,1289,1379,1356,1375,1390,1377,1392,1352,1413
485,1151,1150,1218,1440,1109,1116,1062,1190,1135,1100
486,1134,1365,1133,1158,1124,1364,1055,1402,1179,1095
487,1422,1391,1423,1387,1383,1396,2949,1426,1381,1389
488,1343,1355,1344,1356,1347,1382,2949,1384,1357,1381
489,1391,1353,1357,1355,1356,1396,1382,3004,1390,1352
490,1134,1365,1133,1063,1099,1135,1402,1100,1095,1158
491,570,566,2202,1471,1812,2086,492,1470,2125,1469
492,610,609,3026,571,534,572,533,648,647,611
493,1133,1095,1134,1365,1402,1158,1115,1063,1131,1132
494,100,21,19,2857,5,138,58,4,13,8
495,811,810,584,582,699,691,2958,583,694,695
496,1364,1357,1365,1391,1396,1124,1402,1158,1353,1179
497,5,570,1115,1471,1402,604,1469,608,588,1431
498,660,772,609,736,49,685,164,571,129,733
499,1119,1124,1134,1121,1087,1079,1162,1125,1115,1152
500,2795,2835,2867,2910,2857,2914,2913,2909,2831,2833
501,1158,1124,1365,1364,1134,1118,1116,1115,1087,1402
502,1095,1133,1134,1359,1057,3008,1364,1365,1398,1158
503,1134,1365,1133,1402,1364,1063,1099,1095,1158,1124
504,13,100,21,19,12,9,61,2974,8,7
505,2857,2856,2819,2862,2858,2864,2792,2790,2677,2783
506,1134,1365,1133,1158,1124,1063,1402,1440,1135,1115
507,1391,770,1740,1353,636,671,1357,701,670,3004
508,1134,1365,1133,1063,1402,1099,1364,1135,1100,1124
509,1365,1134,1133,1402,1396,2977,1158,1359,1124,1055
510,1166,1344,1345,1382,2977,1195,1229,1168,1268,1343
511,823,127,636,2422,822,130,670,738,137,2534
512,1416,1375,1381,1337,1382,2949,1343,1377,1379,1383
513,1055,1094,1134,1133,1093,1359,1057,1095,1132,609
514,2718,2677,2720,2759,2719,2836,2763,2727,2766,2792
515,610,609,571,3026,534,533,572,611,648,647
516,1134,1133,1158,1365,1124,1135,1125,1115,1119,1402
517,609,533,571,610,3026,572,685,1740,1398,876
518,2388,2726,2423,2540,2462,129,164,2614,514,132
519,2857,2856,2941,784,785,2894,2858,822,783,823
520,1391,1353,1357,1390,1356,1355,3004,1078,1013,1392
521,5,4,19,13,9,21,8,12,52,492
522,610,609,571,3026,534,648,647,611,533,572
523,1055,1359,1134,1094,1179,1093,1133,1092,1398,1057
524,2603,2939,2642,2716,2641,2559,2640,2638,2598,2720
525,2388,823,2351,2540,2423,2341,2502,2462,676,130
526,610,609,3026,571,534,1179,533,611,572,1095
527,1391,1353,1357,1390,3004,1355,1356,1396,1392,1428
528,1134,1365,1364,1133,1402,1158,1124,1185,1179,1359
529,1134,1133,1095,1063,1365,1098,1099,1101,1102,1100
530,100,61,21,19,8,13,2889,17,60,99
531,1055,1094,1134,1359,1093,1133,1092,1057,137,1179
532,129,514,132,164,58,130,2726,56,94,49
533,1364,1365,1134,1124,1158,1402,1116,1118,1115,1087
534,1134,1365,1133,1063,1135,1158,1402,1099,1124,1364
535,2857,2856,2862,2819,2864,164,49,2858,56,129
536,1391,1045,1083,636,1087,670,1357,1118,1353,706
537,1133,1095,1134,1158,1359,1365,1402,1218,1132,1179
538,2857,2795,2858,2867,2835,2862,2910,2856,2896,2855
539,1134,1055,1359,1133,1158,1365,1093,1094,1179,1396
540,609,610,571,533,3026,572,534,648,611,647
541,609,571,685,533,3026,660,573,648,772,572
542,609,1094,571,533,1398,1055,610,1057,1359,3026
543,1095,1133,610,609,1057,1134,1094,571,3026,3008
544,610,609,571,3026,533,534,572,648,647,611
545,2953,1372,2816,2781,2853,2855,2815,1338,2988,2818
546,1134,1133,1095,1179,1365,1057,1359,1094,1055,1364
547,2889,2857,2894,2896,2895,2891,2898,2855,2890,2858
548,823,1471,1166,822,1396,1092,1470,137,2977,1094
549,2857,2894,2896,2889,2856,2858,2855,2890,2900,2854
550,1391,1353,1357,1355,1396,1356,3004,1390,1392,1387
551,943,1095,1057,3008,1094,1398,1361,1171,3025,1209
552,1740,685,1398,609,1055,533,1396,571,1359,1056
553,1134,1365,1133,1402,1063,1099,1135,1158,2977,1364
554,1391,1353,1390,1357,1356,3004,1355,1387,1419,1389
555,609,533,571,610,3026,572,1094,685,1057,3008
556,130,128,93,85,88,124,132,89,127,2856
557,1134,1365,1158,1133,1402,1364,1115,1124,1125,1185
558,2642,1396,1398,1391,1056,2640,1359,1357,1740,1055
559,1134,1365,1133,1063,1099,1402,1135,1101,1102,1100
560,1365,1101,1063,1099,1133,1402,1098,1102,1134,2977
561,1134,1095,1133,1359,1094,1055,1057,1398,1132,1365
562,100,138,65,137,61,19,64,21,13,58
563,2856,2857,2862,2783,2858,2795,2864,2868,2790,2867
564,1391,1353,1357,1364,1118,1396,1116,1082,3004,1083
565,1391,1353,1396,1357,1387,774,3004,1390,772,1422
566,2641,2939,2727,2642,2720,2640,2716,2603,2759,2677
567,2759,2716,1055,2756,2760,1359,1116,1396,2677,2758
568,1391,1353,1390,3004,1428,1357,1389,1387,671,1693
569,1134,1133,1365,1063,1100,1099,1135,1102,1061,1137
570,2856,2857,2867,2909,2910,2795,2858,2864,2835,2913
571,1179,1134,610,1055,1359,609,1133,1365,571,1095
572,608,570,604,2202,527,1469,1393,526,492,1363
573,5,58,52,19,2928,21,13,56,8,2857
574,609,571,533,610,943,1740,1094,3026,3008,572
575,2857,2856,2858,2889,2894,2896,2891,2854,2900,2890
576,1134,1158,1365,1124,1125,1163,1133,2977,1135,1129
577,774,43,41,49,130,77,81,772,2540,638
578,2894,2896,2858,2856,2857,2855,2900,2891,2898,2859
579,943,3008,1740,3004,1322,1391,1361,1325,1398,1323
580,608,570,1469,2202,1393,1482,604,1166,1471,527
581,609,610,571,3026,533,572,685,648,573,647
582,1365,1158,1124,1118,1115,1087,1402,1364,1083,1116
583,1391,1353,1357,1356,1355,1364,1390,1392,1352,1358
584,1134,1133,1158,1055,1365,1124,1095,1125,1364,1115
585,2759,2795,2720,2718,2910,2835,2756,2677,2727,2790
586,2857,2867,2856,2910,2909,2835,2795,2858,2920,2914
587,2857,2856,2858,2819,2862,2864,2783,2900,2889,2791
588,5,58,52,49,8,21,56,19,2976,7
589,2642,2759,2641,2720,2727,2716,2640,2603,2939,2638
590,1134,1365,1364,1061,1402,1100,1063,1158,1062,1135
591,2795,2910,2835,2867,2831,2909,2857,2856,2914,2868
592,34,2126,2088,569,955,2089,1974,1937,2012,2013
593,1365,1124,1118,1364,1158,1087,1115,1134,1116,1402
594,610,609,3026,648,647,534,571,572,533,573
595,609,571,685,533,3026,1396,772,838,572,610
596,943,1094,1057,1095,609,533,753,571,572,3008
597,1166,823,2977,822,1471,1168,1204,1163,1195,1125
598,1134,1133,1095,1179,1365,1364,1402,1057,1359,1158
599,609,571,533,610,3026,685,572,611,648,573
600,1325,1329,1055,1289,1058,1702,1291,1397,950,1057
601,943,1095,1057,3008,1094,1740,1171,753,1398,2158
602,943,3008,1398,1361,1057,1323,1095,1094,1171,1322
603,2388,2351,2423,2462,2540,2508,2614,2505,2934,2503
604,1134,1365,1133,1063,1135,1099,1402,1158,1364,1100
605,1166,1402,1365,1363,1469,1401,1471,2977,608,1058
606,1338,1336,1374,2951,1372,1339,1335,1299,1297,2988
607,1134,1365,1063,1133,1099,1101,1098,1102,1402,1440
608,2857,2894,2856,2896,2858,2889,2855,2891,2900,2898
609,609,610,571,533,3026,572,685,1094,1057,534
610,2795,2910,2867,2835,2909,2856,2857,2831,2833,2868
611,609,610,571,3026,533,572,648,685,534,573
612,43,49,41,77,78,81,47,2913,44,39
613,2895,2889,2891,1373,1374,1412,2854,1337,2898,1225
614,1391,1353,1396,774,736,1357,770,1390,772,671
615,2867,2909,2856,2910,2914,2857,2858,2864,2862,2869
616,2642,2939,2640,2641,2603,2559,2720,2716,2643,2964
617,19,65,61,21,138,100,5,9,64,13
618,1364,1357,1391,1365,1353,1377,1366,1356,1355,1402
619,1396,1158,1359,1115,1365,1195,1357,1153,1402,2977
620,1118,1092,1015,1087,1054,1089,1129,1093,1121,1091
621,2815,2896,2894,2856,2900,2859,2855,2816,2858,2821
622,1094,1057,1055,1095,1359,1103,1133,1093,1132,1179
623,772,774,736,660,733,49,771,806,1422,1391
624,1391,1353,3004,1357,1396,1740,941,1078,1398,1118
625,823,1158,1125,1120,1166,1115,1118,2977,1396,1124
626,1396,1422,660,2609,2603,1423,49,1359,772,164
627,609,685,533,1359,1398,571,1094,572,1055,141
628,1158,1365,1124,1364,1396,1134,1118,1116,1402,1115
629,1364,1365,1158,1124,1357,1402,1134,1366,1115,1116
630,1396,1391,1357,1365,1353,1158,1124,1115,1402,1355
631,1391,1364,1357,1396,1353,1365,1124,1158,1116,1118
632,1391,1396,1357,1353,1355,1356,3004,1382,1387,1381
633,1391,1357,1396,1353,1355,1356,3004,1387,1390,1394
634,1134,1365,1133,1158,1124,1364,1095,1402,1115,1063
635,610,609,571,3026,533,534,572,611,1398,648
636,1166,1396,1357,1344,1355,1195,2977,1382,1356,1345
637,609,571,1398,1396,1055,533,610,1740,1359,1056
638,610,609,571,3026,534,647,648,611,533,572
639,1391,1353,1396,1357,1355,1356,3004,1387,1390,1325
640,2640,2609,164,2726,2388,2382,2381,2462,2423,132
641,1158,1134,1365,1124,1364,1179,1115,1118,1402,1133
642,5,137,58,19,100,52,138,59,21,56
643,1134,2857,1133,1158,1365,1359,1179,2890,1124,1119
644,1134,1365,1133,1402,1063,1364,1124,1158,1099,1061
645,1359,1398,1055,1396,1357,3008,1094,1364,1095,1057
646,1055,1134,1359,1364,1158,1133,1095,1124,1398,1365
647,1391,1353,1357,1396,1355,1356,3004,1390,1116,1364
648,1391,1353,1357,1118,1364,1396,1116,1124,1082,1083
649,1396,1391,1158,1357,1353,1118,1120,1124,1116,1115
650,1134,1158,1365,1124,1055,1364,1359,1133,1116,1396
651,1391,1353,1357,1396,1390,3004,770,671,636,1355
652,1365,1364,1124,1158,1134,1357,1402,1396,1359,1115
653,1391,1357,1355,1353,1356,1382,1377,1381,1396,2949
654,1391,2759,2642,1396,1353,774,2720,2727,1357,1398
655,823,822,5,617,824,1166,1471,860,526,859
656,137,138,136,65,98,176,140,103,102,63
657,1134,1365,1158,1124,1364,1133,1402,1115,1179,1125
658,609,571,533,610,3026,572,685,137,573,648
659,1391,1353,1357,1396,1355,1118,1356,3004,1083,1390
660,2642,2640,2641,2939,2603,2643,2727,2720,2559,2638
661,2388,2462,2423,2726,514,2351,2540,2682,2502,137
662,610,609,571,3026,533,572,534,648,573,647
663,1364,1365,1134,1158,1124,1357,1402,1359,1133,1396
664,1158,1134,1365,1364,1124,1357,1402,1133,1396,1115
665,1134,1365,1133,1364,1402,1135,1063,1158,1099,1124
666,610,609,571,3026,534,611,533,647,648,572
667,1365,1134,1158,1124,1364,1133,1402,1115,1118,1125
668,1364,1365,1124,1357,1158,1134,1391,1402,1396,1116
669,823,822,783,2941,784,785,788,747,782,786
670,1391,1353,1357,1390,1078,1396,1356,3004,1355,671
671,1134,1365,1133,1158,1364,1124,1135,1402,1063,1100
672,1357,1391,1353,1396,1355,1356,1382,1364,2949,1381
673,1391,1353,1357,1078,1355,1356,1045,1390,1396,3004
674,1391,1353,1357,1396,1355,1356,3004,1364,1390,1398
675,1057,1095,943,1094,609,3008,1740,1398,533,571
676,1396,137,1359,98,1398,164,136,1092,176,1055
677,2642,2939,2559,2641,784,2640,2941,786,2636,2643
678,1396,1740,1391,1673,1357,1738,1353,1737,1056,1398
679,1134,1063,1440,1099,1365,1101,1133,1125,2977,1102
680,2642,2939,2640,2603,2641,2727,2720,2725,2599,2638
681,1158,823,130,1115,1125,822,1120,2977,1124,1166
682,1391,1353,1357,1390,1356,1355,3004,1392,1352,1358
683,1134,1365,1133,1063,1099,1402,1135,1102,1101,2977
684,823,1166,1344,1195,1204,822,1347,1158,1355,1396
685,1134,1365,1364,1158,1133,1124,1402,1095,1115,1366
686,2949,1344,1357,1345,1343,1355,1356,1394,1382,1318
687,2642,2641,2640,2939,2727,2603,2720,2643,2599,2638
688,1391,1357,1353,1396,2381,775,774,1356,2301,1355
689,1364,1357,1158,1365,1124,1134,1396,1359,1402,1391
690,1095,1057,1094,1133,3008,1398,943,609,1359,1361
691,5,52,19,21,58,13,2976,100,9,8
692,791,526,394,360,319,165,284,320,393,132
693,1134,1133,1365,1158,1135,1063,1099,1402,1440,2977
694,1166,1471,823,1469,1470,2977,860,1168,822,1204
695,2388,2423,2462,2351,2682,2540,2502,2726,2422,2609
696,164,660,49,772,129,514,5,58,56,94
697,2889,103,141,2895,2896,142,180,65,138,2898
698,100,5,58,19,21,137,52,13,138,9
699,1357,1391,1158,1396,215,174,1116,1115,1120,1353
700,1398,1396,1055,1359,3008,1740,1391,1057,1056,1158
701,2857,2856,2858,2894,2896,2855,2859,2900,2853,2890
702,1094,753,1095,715,609,1057,943,2423,2462,571
703,570,608,2202,492,566,526,2089,1482,604,531
704,1134,1365,1133,1095,1158,1364,1402,1124,1055,2977
705,1005,1078,1391,1045,1353,1083,2417,1355,2381,670
706,1391,1353,1357,3004,1355,1356,1390,1396,1392,1387
707,1158,1125,1134,1124,1118,1163,1121,1129,1122,2977
708,3008,1361,1322,943,3004,1285,1398,1356,1325,1323
709,2642,2640,2603,2559,2641,2939,2601,2964,2638,2685
710,2388,2857,2540,2858,2856,2502,2351,2889,2934,2341
711,1055,609,1359,1094,137,571,533,138,572,65
712,1391,1353,2381,1357,3004,1396,1390,1118,1355,1116
713,1740,1396,3008,941,1078,1398,1005,1391,3004,1056
714,5,570,492,531,608,526,488,2202,2981,568
715,19,58,13,21,100,52,9,2976,12,5
716,13,19,100,5,21,12,2857,58,9,137
717,5,13,12,100,10,9,19,21,2981,8
718,2891,2889,2894,2890,2857,2854,2896,2895,2892,2856
719,610,609,571,3026,533,534,572,611,648,647
720,610,609,571,3026,533,534,572,648,647,611
721,660,772,164,736,129,695,733,49,56,582
722,609,610,3026,648,647,571,5,533,660,685
723,610,534,307,609,3026,989,346,647,571,611
724,1055,1359,799,609,876,1056,1094,951,1398,685
725,2857,2856,132,130,2867,241,134,2858,242,174
726,609,571,610,533,1398,3026,3008,1740,685,572
727,1134,1365,1133,1364,1402,1158,1135,1063,1100,1185
728,1134,1095,1133,1158,1057,1132,1365,1094,1131,1129
729,609,610,571,533,3026,572,534,1094,1057,611
730,1391,1353,1078,1355,1045,1357,1356,1005,1396,1083
731,2857,2858,2856,2889,2894,2819,2900,2855,2896,2862
732,1391,1353,1357,1396,1118,1078,2381,1355,1390,1356
733,2857,2856,2858,2867,2859,2864,241,2894,2862,2909
734,861,863,798,720,757,759,898,825,794,760
735,1092,951,572,876,799,837,685,875,573,1244
736,1391,1364,1396,1357,1353,1118,1116,1365,1124,1087
737,1134,1158,1365,1133,1125,2977,1135,1440,1115,1063
738,2795,1359,1158,2835,1115,2640,1093,2910,1055,1134
739,1118,2381,1015,1087,1078,1092,1045,1083,2343,1124
740,1095,943,1057,3008,1133,1094,609,610,1398,1361
741,610,609,534,3026,571,611,989,647,648,572
742,609,571,533,610,876,572,3026,685,837,875
743,2857,2856,2889,2890,2894,2891,5,58,2858,2854
744,137,1092,1396,1740,1055,1737,1738,1118,136,63
745,13,12,3,9,100,19,2974,2981,61,2976
746,1391,1353,1357,1396,1355,3004,1356,1364,1390,1118
747,610,609,3026,534,571,611,647,648,533,573
748,2857,2856,2858,2894,132,2388,130,129,164,2864
749,609,799,533,571,1740,1055,685,1056,876,1398
750,1134,1133,1365,1359,1364,1095,1179,1402,1185,1055
751,1298,2951,1335,1336,1339,1333,1372,1487,1374,1297
752,1391,1353,1390,1357,3004,1355,1356,1392,1428,1358
753,1391,1353,1357,1118,2381,1116,1390,3004,1396,1364
754,1134,1365,1063,1133,1099,1402,1102,1135,1440,1101
755,1095,1133,1057,3008,943,1361,1094,1132,1134,1019
756,609,571,610,533,3026,572,685,648,573,647
757,1134,1365,1133,1158,1402,1218,1135,1099,1055,1440
758,2727,2720,2759,2718,2641,2677,2716,2719,2721,2640
759,1391,1353,1357,1356,1390,1355,3004,1392,1352,1389
760,2856,2857,1115,1158,2894,1120,2858,1116,1082,1087
761,130,93,132,1158,2856,134,2909,1125,2857,131
762,1391,1353,1390,1357,3004,1356,1355,1392,1428,1048
763,1391,1353,1390,1356,1355,1357,3004,1013,1428,1392
764,2891,2892,1422,1308,2890,1423,2852,1343,2889,1383
765,1055,137,876,685,1740,1094,951,141,138,63
766,1365,1364,1134,1402,1158,1400,1366,1133,1357,1124
767,2896,2895,1356,2894,2898,1419,1390,2889,2818,2900
768,1134,1133,1365,1063,1095,1402,1099,1135,1158,1102
769,1134,1365,1133,1063,1402,1099,1440,1061,1101,1098
770,1740,1396,1398,1056,1055,1391,2384,1357,1359,3008
771,876,837,103,1863,65,951,913,141,875,142
772,610,609,571,3026,533,534,572,648,611,647
773,1365,1364,1134,1402,1357,1185,1158,1366,1124,1400
774,2795,2835,2910,2833,2909,2756,2867,1115,1116,2790
775,1364,1365,1402,1366,1357,1185,1134,1400,1328,1158
776,2726,58,514,5,552,2388,56,2961,2462,2650
777,1683,1681,1746,1718,1786,1678,1675,1645,1720,1685
778,2388,2351,2540,2502,2423,2462,2614,2934,2341,2576
779,1391,1353,1357,1390,3004,1356,1355,1392,2381,1428
780,610,609,571,3026,533,534,572,648,611,647
781,1391,1740,1396,1353,1357,1398,1056,3004,2384,1055
782,1134,1365,1133,1364,1402,1063,1135,1099,1100,1158
783,1391,1353,2381,1390,1013,3004,1355,1048,1357,1356
784,1134,1179,1133,1365,1158,1124,1055,1218,1364,1402
785,2864,2856,2862,2857,2868,2831,2795,2783,2910,2867
786,1179,1365,610,1402,1134,1364,1133,1218,3026,1180
787,1100,1134,1063,1062,1135,1102,1099,1440,1137,1024
788,1737,1738,1701,1700,1740,1699,940,941,1736,2232
789,1134,1365,1133,1364,1063,1124,1158,1100,1135,1402
790,1134,1365,1133,1364,1402,1185,1135,1137,1099,1063
791,2889,2895,2891,2898,2894,2896,2855,2818,2900,2890
792,1094,1055,1134,1093,1133,1057,1095,1359,1132,1092
793,1391,1353,1325,1428,1430,1393,608,1730,1390,1289
794,2720,2727,2716,2641,2718,2759,2677,2719,2721,2756
795,610,609,571,3026,534,533,572,611,648,647
796,609,685,533,571,876,572,3026,951,837,686
797,1158,1364,1365,1124,1357,1134,1115,1116,1402,1118
798,609,610,3026,571,533,572,648,799,647,685
799,1851,2193,1470,1583,2495,1584,2268,1621,1699,2232
800,1391,1353,1390,1357,3004,1356,1355,1392,1428,1046
801,943,1057,1095,1094,3008,1740,609,1398,3025,533
802,1095,1134,1133,1094,1057,1158,1055,3008,1359,1398
803,1134,1365,1133,1063,1095,1364,1402,1099,1135,1100
804,1365,1364,1402,1391,1357,1396,1124,1115,1151,1116
805,2602,2657,2351,2696,2617,2656,2505,2658,2394,719
806,1391,1353,1357,1396,3004,1390,1356,1355,1740,1428
807,1364,1365,1357,1402,1124,1158,1391,1366,1179,1185
808,1095,943,1057,3008,1094,1133,1171,1361,1740,526
809,1158,1364,1357,1365,1124,1118,1391,1115,1402,1396
810,772,660,49,164,129,2603,736,43,2939,774
811,1391,1353,1357,1390,3004,1364,1396,1392,1358,1356
812,1364,1391,1357,1365,1353,1402,1116,1118,1366,1355
813,1391,1353,1357,1356,1355,1382,1387,1381,1396,1390
814,2857,2889,2856,2858,2892,2890,2894,2854,2896,2862
815,1094,1092,1093,951,876,1055,141,137,1056,875
816,1055,1094,1057,609,1359,685,1133,876,1134,533
817,1134,1100,1365,1063,1135,1099,1062,1133,1102,1137
818,2795,2867,2909,2835,2910,2857,2856,2796,2833,2831
819,1134,1365,1133,1100,1135,1063,1099,1364,1137,1102
820,876,951,837,913,1055,875,1094,1092,103,141
821,1391,1353,1357,1116,1364,1082,1118,774,770,1396
822,1134,1133,1365,1063,1100,1135,1099,1061,1062,1124
823,1005,2417,1078,972,1114,1470,1621,1003,1050,1083
824,671,708,1391,707,1353,669,769,744,770,805
825,1391,3004,1353,909,946,1289,1390,950,945,910
826,610,609,571,3026,533,534,572,648,611,647
827,1391,1353,1390,1357,3004,1356,1355,1392,1428,1048
828,1134,1133,1365,1095,1364,1402,1100,1135,1063,1137
829,1391,1357,1353,1356,1355,1179,1364,1390,3004,1352
830,1391,1353,1356,1357,1390,1355,3004,1392,1352,1358
831,2407,2446,2409,2365,2993,618,2444,164,2449,660
832,1134,1179,1133,1365,1063,1095,1218,1099,1100,1102
833,1679,1718,1712,1678,1640,490,492,455,486,1681
834,1134,1158,1133,1024,1095,1115,1135,1062,1129,1440
835,1391,1353,1357,3004,1396,1355,1390,1356,799,1392
836,2326,2059,2361,2095,2364,2325,2402,2323,2363,2096
837,610,1179,1134,609,1133,3026,1365,571,1095,534
838,610,609,3026,571,534,533,611,647,648,572
839,2939,2642,2641,2603,2640,2559,2643,2599,2720,2727
840,2366,2444,3015,2993,2407,2409,2365,2446,2490,2491
841,2388,2462,2540,2934,2423,791,715,2502,720,2503
842,1894,1602,1970,1895,1856,1565,1793,1933,1583,1900
843,2867,2910,2795,2909,2857,2835,2856,2833,2914,2831
844,570,2089,566,1482,489,2127,608,492,569,885
845,1356,1355,1357,1391,1352,1353,1394,1344,1392,1382
846,137,876,951,1055,138,837,103,63,65,799
847,1391,3004,1353,1322,943,1018,1702,1360,941,946
848,823,822,775,738,670,636,1005,737,1045,777
849,1134,1365,1364,1185,1402,1133,1158,1137,1260,1194
850,2559,875,799,989,2724,307,2594,2685,2607,2637
851,1391,1364,1118,1116,1357,1353,1124,1365,1082,1087
852,1134,1135,1100,1440,1125,1158,1163,1062,1129,1099
853,1365,1402,1063,1440,1364,1115,1061,1099,1134,1366
854,1398,1057,1055,1094,3008,1740,1359,1095,1056,3025
855,2795,2835,2790,2791,2749,2831,2910,2783,2857,2867
856,1391,1396,1353,2381,1357,1118,1116,3004,1078,1355
857,610,609,571,3026,533,572,648,647,534,573
858,1391,1357,1396,1353,1364,1158,1355,1356,3004,1118
859,1134,1365,1133,1158,1124,1364,1135,1402,1095,1125
860,1391,772,736,774,1353,770,771,1396,733,1422
861,1095,1133,1094,1134,1359,1057,1055,1398,3008,1132
862,1391,1357,1356,1355,1353,1352,3004,1390,1394,1392
863,2642,2640,2603,2643,2641,2559,2939,2601,2638,2685
864,610,609,3026,571,534,533,648,611,647,572
865,2857,2819,2856,2858,2862,2864,2783,2889,2894,2790
866,1364,1365,1357,1158,1134,1359,1402,1396,1124,1391
867,610,609,571,3026,533,534,572,648,647,611
868,608,1393,1363,1402,1325,570,1365,604,1430,1368
869,1391,1353,1396,1357,1355,1387,1116,3004,1356,1390
870,1391,1357,1364,1353,1396,1365,1355,1124,1158,1118
871,2857,2889,2858,2896,2900,2856,2855,2854,2895,2898
872,2425,2388,972,903,2503,755,863,2417,2934,1470
873,1365,1158,1364,1134,1124,1357,1396,1402,1118,1115
874,1396,1056,1398,1092,1740,1359,2343,2384,1055,2382
875,1391,1357,1396,1083,1353,1118,1158,1082,1078,1087
876,1356,1357,1355,1391,1353,1382,1352,2949,1380,1381
877,1134,1365,1364,1133,1402,1185,1158,1124,1135,1179
878,2641,2720,2727,2716,2939,2759,2677,2718,2642,2640
879,100,58,19,21,52,137,138,5,13,9
880,1134,1364,1365,1133,1158,1095,1359,1402,1357,1179
881,5,58,52,56,660,2928,49,622,59,19
882,2857,2856,2858,5,2894,58,100,13,137,2896
883,823,822,860,824,788,779,783,786,784,821
884,1391,1353,1357,1390,3004,1396,1355,1356,1693,1392
885,138,137,176,174,140,103,100,102,65,63
886,609,943,1095,3008,571,610,533,3026,1057,5
887,1134,1365,1133,1063,1099,1135,1100,1402,1364,1102
888,124,85,127,89,125,128,126,88,84,130
889,1166,617,822,621,2977,1471,1101,626,653,662
890,1357,1391,1396,1355,1353,1356,1394,3004,1398,1352
891,5,58,52,56,19,59,137,49,2928,21
892,1092,2534,2495,2422,130,2232,2231,137,1094,136
893,1365,1166,1402,1101,1063,2977,1098,1099,1403,1363
894,137,89,1471,136,1470,823,1469,63,1396,99
895,5,8,61,19,100,60,2981,58,488,13
896,2857,2889,2894,2856,2896,2858,2855,2900,2898,100
897,5,52,58,19,21,2976,56,13,100,9
898,1391,1357,1353,1396,1356,1390,1398,3004,1740,1355
899,2857,2889,2894,2896,2858,2856,2855,2898,2895,2900
900,823,822,860,859,824,1471,526,1166,857,894
901,2759,2795,2760,2756,2716,2677,2758,2910,2720,2914
902,1095,1094,1057,1133,1359,1134,3008,1398,1055,1132
903,2388,2682,2726,823,2423,2502,2462,2725,2640,2351
904,1134,1158,1124,1133,1125,1365,1115,1119,1129,1121
905,609,1740,137,572,533,571,1092,3026,1056,1094
906,610,609,571,3026,534,647,572,611,648,533
907,1416,1431,1393,1381,1166,1345,1375,1363,1418,1382
908,1391,1357,1353,1355,1356,1364,1382,1377,1396,1381
909,1357,1396,1398,1391,1359,1356,1355,3004,1382,1344
910,1134,1365,1133,1063,1099,1101,1135,1402,1100,1102
911,2867,2910,2909,2914,2920,2835,2795,2913,2857,2856
912,1419,1390,1698,1013,909,1392,1048,1693,1289,1356
913,609,1055,1359,571,1094,533,1398,610,1092,572
914,1118,1391,1396,2381,1124,1357,1158,1083,1116,1364
915,2857,2856,2894,2858,2890,2896,2889,2855,2900,2854
916,5,58,52,56,21,19,2976,9,2928,2961
917,1134,1365,1063,1133,1402,1099,1135,1440,1124,1061
918,1134,1179,1365,1063,1099,1440,1133,1135,1100,1102
919,1391,1396,1353,1078,1005,1423,2381,1120,774,736
920,609,571,533,610,3026,685,572,611,3008,1398
921,2836,2718,2792,2677,2795,2720,2719,2727,2790,2759
922,5,19,21,8,52,58,100,60,9,2976
923,1134,1365,1364,1158,1133,1124,1402,1061,1063,1100
924,610,609,534,571,3026,611,989,647,573,648
925,1134,1365,1100,1062,1135,1063,1099,1061,1024,1133
926,2795,2857,2835,2867,2910,2856,2791,2749,2858,2862
927,1365,1134,1364,1158,1402,1124,1133,1115,1366,1185
928,823,822,824,860,1166,1471,859,863,1469,1470
929,1166,1101,1365,1402,1098,1099,1063,1140,1102,1482
930,1158,1134,1129,1125,1124,1115,2977,1121,1131,1163
931,1365,1364,1134,1402,1124,1158,1366,1116,1115,1133
932,2889,2857,2894,2896,2895,2856,2855,2898,2858,2900
933,1365,1402,608,1166,1363,1101,570,1469,1063,1393
934,1402,608,1325,1363,1368,1365,1059,1058,1393,1430
935,2795,2836,2792,2790,2677,2718,2791,2835,2756,2759
936,699,632,811,621,664,637,710,614,581,709
937,2127,2089,2086,2125,1507,1506,2241,798,2166,566
938,2857,2894,2856,2896,2858,2889,2900,2898,2855,2895
939,1391,1357,1353,1396,1355,1364,1356,3004,1390,1382
940,1391,1353,1357,1396,1364,1116,1118,1082,1087,1083
941,1391,1353,1357,1356,1355,1352,1390,1382,3004,1392
942,1391,1357,1353,1396,1356,1355,1158,1118,1364,1116
943,1356,1357,2856,1355,1344,2857,1352,1419,2894,1382
944,1679,5,2976,52,58,19,21,56,60,9
